,KepID,Exoplanet Archive Disposition,Disposition Score,Orbital Period [days],Transit Epoch [BKJD],Impact Parameter,Transit Duration [hrs],Transit Depth [ppm],Planetary Radius [Earth radii],Equilibrium Temperature [K],Insolation Flux [Earth flux],Transit Signal-to-Noise,Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Radius [Solar radii],Dec [decimal degrees],Kepler-band [mag]
1426,9412760,CONFIRMED,1.0,9.38740646,137.38383,0.946,1.6165,384.6,1.69,575.0,25.83,22.3,4500.0,4.656,0.646,45.97102,14.028
1427,9412760,CONFIRMED,1.0,7.41556471,137.81512,0.434,1.973,150.4,0.79,622.0,35.37,11.8,4500.0,4.656,0.646,45.97102,14.028
1428,6026438,CONFIRMED,0.4,24.2101973,141.4698,0.45,4.046,458.0,1.5,451.0,9.8,14.1,4650.0,4.589,0.706,41.33564,15.549
1429,10663396,CONFIRMED,1.0,23.8990075,151.39847,0.153,15.955,293.4,3.26,823.0,108.3,61.5,5511.0,3.914,1.93,47.988998,13.153
1430,11457726,CONFIRMED,1.0,6.22161107,131.99094,0.838,3.4117,165.0,1.59,1101.0,348.15,29.0,6277.0,4.417,1.097,49.316502,13.977
1431,8956206,CONFIRMED,1.0,6.17998508,132.72278,0.175,2.1094,750.5,2.12,814.0,104.06,29.0,5149.0,4.551,0.791,45.248821,15.801
1432,9649706,CONFIRMED,1.0,1.569066598,133.04032,0.097,2.7803,147.2,1.68,1849.0,2763.39,48.7,5821.0,4.172,1.395,46.329029,13.93
1433,5856571,CONFIRMED,1.0,9.59068586,132.68264,0.359,3.452,544.6,3.93,1087.0,329.34,40.0,5476.0,3.904,1.673,41.182819,13.237
1434,7765528,CONFIRMED,1.0,7.03932913,133.85433,0.956,3.514,836.7,4.67,1060.0,298.33,48.6,5846.0,4.278,1.24,43.425491,14.915
1435,11760231,CONFIRMED,0.978,49.6075771,138.41517,0.764,2.9575,626.7,2.12,402.0,6.17,44.9,5187.0,4.592,0.774,49.923859,13.218
1436,7779077,CONFIRMED,1.0,16.84183355,137.99443,0.688,2.6194,822.1,3.08,699.0,56.43,23.6,5602.0,4.404,1.009,43.410439,14.306
1437,6046540,CONFIRMED,0.998,7.340714946,134.3457036,0.568,2.9987,8510.5,14.31,1155.0,421.03,856.3,6056.0,4.191,1.498,41.355518,14.412
1438,5706966,CONFIRMED,1.0,12.55111099,137.26226,0.519,3.1293,494.1,1.34,480.0,12.56,33.2,4213.0,4.669,0.598,40.913589,14.731
1439,3762468,CONFIRMED,1.0,3.003879547,134.709874,0.338,3.2848,8538.0,10.96,1438.0,1011.87,80.8,6311.0,4.398,1.172,38.881641,14.996
1440,5706966,CONFIRMED,1.0,24.0884178,134.42178,0.376,3.952,387.2,1.16,386.0,5.26,21.0,4213.0,4.669,0.598,40.913589,14.731
1441,10130039,CONFIRMED,0.999,12.75800092,133.95888,0.011,4.1828,187.9,1.49,822.0,107.96,41.7,5782.0,4.34,1.095,47.115189,12.776
1442,10130039,CONFIRMED,1.0,5.47033376,131.49548,0.074,3.1441,112.0,1.15,1090.0,334.27,32.7,5782.0,4.34,1.095,47.115189,12.776
1443,9518318,CONFIRMED,1.0,6.51112385,131.70646,0.882,1.6919,695.1,3.09,1008.0,243.67,38.4,6032.0,4.465,1.001,46.117611,15.214
1444,9518318,CONFIRMED,1.0,23.85163321,147.61456,0.88,2.4453,833.7,3.37,654.0,43.19,28.6,6032.0,4.465,1.001,46.117611,15.214
1445,7273277,CONFIRMED,0.998,2.714078374,133.71179,0.868,1.3115,143.5,1.38,1301.0,675.86,36.8,5815.0,4.461,0.992,42.882488,12.987
1446,11769890,CONFIRMED,1.0,122.8799543,165.46356,0.872,7.835,717.7,2.7,326.0,2.66,41.9,5413.0,4.51,0.861,49.945782,13.8
1447,6862721,CONFIRMED,1.0,4.88753111,132.70783,0.147,2.034,679.6,2.45,1003.0,239.11,17.4,5568.0,4.499,0.957,42.341499,15.768
1448,12301181,CONFIRMED,0.994,6.14728341,134.87289,0.188,2.7645,119.7,0.79,770.0,83.18,26.8,4997.0,4.598,0.746,51.06057,12.906
1449,9279354,CONFIRMED,1.0,2.800111267,132.04865,0.806,1.0237,706.7,2.13,956.0,197.81,33.5,4786.0,4.579,0.704,45.778091,15.229
1450,6774880,CONFIRMED,1.0,34.3511339,134.19046,0.88,4.4408,599.4,2.75,576.0,26.1,28.8,6091.0,4.487,0.967,42.26786,14.998
1451,3937519,CONFIRMED,1.0,3.413036353,132.443054,0.046,2.61366,3868.7,6.62,1200.0,490.24,480.7,5392.0,4.314,1.087,39.098141,14.622
1452,7449541,CONFIRMED,1.0,3.00725068,131.90484,0.897,4.4302,285.8,1.56,1122.0,373.99,30.0,5667.0,4.587,0.781,43.050041,15.62
1453,5080636,CONFIRMED,1.0,4.194496867,134.13511,0.863,1.7807,660.7,1.57,577.0,26.2,45.0,3706.0,4.747,0.522,40.220749,14.404
1455,3338885,CONFIRMED,1.0,1.970340203,131.948389,0.859,1.7901,403.2,3.97,1599.0,1540.07,56.3,4883.0,3.972,1.667,38.495281,14.438
1456,3338885,CONFIRMED,1.0,5.05821338,135.702454,1.004,1.132,748.3,10.69,1168.0,439.8,43.2,4883.0,3.972,1.667,38.495281,14.438
1457,6776401,CONFIRMED,1.0,26.85323647,143.31303,0.01,4.4557,965.8,2.65,544.0,20.77,53.3,5329.0,4.455,0.869,42.248192,14.812
1458,10130039,CONFIRMED,0.987,25.0985083,145.56829,0.814,2.7727,167.6,1.59,656.0,43.84,21.3,5782.0,4.34,1.095,47.115189,12.776
1459,8226050,CONFIRMED,0.995,34.2685741,147.05143,0.677,4.8251,699.3,2.44,477.0,12.2,38.2,5083.0,4.468,0.872,44.149319,14.685
1460,9965957,CONFIRMED,1.0,5.75321539,136.75617,0.921,1.7948,733.8,3.14,920.0,169.44,31.8,5445.0,4.51,0.929,46.824001,15.196
1461,9704384,CONFIRMED,1.0,5.50860699,132.2983,0.879,3.0788,203.9,1.49,934.0,179.62,38.2,5448.0,4.489,0.883,46.457951,13.317
1462,8426567,CONFIRMED,1.0,18.93055119,143.25058,0.583,3.372,684.0,4.41,766.0,81.42,26.2,5015.0,3.987,1.643,44.435242,14.417
1463,12508335,FALSE POSITIVE,0.0,42.94386258,155.206515,1.285,3.7591,9207.9,41.62,520.0,17.26,273.0,5750.0,4.4,0.94,51.467258,14.708
1464,10094670,CONFIRMED,0.991,22.06402,148.9199,0.941,4.1,388.7,2.67,712.0,60.81,31.5,6232.0,4.432,1.09,47.013039,13.698
1465,8142942,CONFIRMED,1.0,5.756245244,133.903421,0.888,1.071,623.6,2.24,773.0,84.16,45.5,4931.0,4.605,0.734,44.087929,13.708
1466,8257205,CONFIRMED,0.993,148.4601819,151.38686,0.808,5.499,1532.1,3.61,285.0,1.56,33.7,5159.0,4.548,0.821,44.132381,14.839
1467,9044228,CONFIRMED,1.0,0.934885365,131.580676,0.731,1.4083,270.4,3.21,2080.0,4435.29,57.8,4777.0,3.909,1.795,45.31551,14.145
1468,7265298,CONFIRMED,0.862,25.7626846,147.6963,0.327,6.908,619.5,2.66,633.0,37.99,38.0,5739.0,4.381,1.069,42.811779,15.087
1469,7265298,CONFIRMED,0.995,11.0317836,362.3431,0.405,4.753,182.3,1.45,840.0,117.67,14.1,5739.0,4.381,1.069,42.811779,15.087
1470,7132798,CONFIRMED,1.0,4.12511935,133.64014,0.253,2.877,114.7,0.88,1016.0,252.18,21.6,5598.0,4.565,0.83,42.65892,14.236
1472,2307415,CONFIRMED,0.978,13.12162167,133.39526,0.807,3.6138,196.9,1.99,913.0,164.48,32.7,6140.0,4.265,1.277,37.682819,12.992
1473,7430034,CONFIRMED,0.999,49.6220669,137.10149,0.939,7.222,505.5,3.33,546.0,20.99,47.6,5938.0,4.331,1.184,43.043449,13.429
1474,9735426,CONFIRMED,1.0,8.08801663,138.73516,0.744,1.8334,952.9,2.94,792.0,92.93,46.1,5269.0,4.494,0.874,46.408279,14.624
1475,8826168,CONFIRMED,1.0,11.55103848,134.90803,0.493,3.3601,402.8,2.17,845.0,120.76,49.8,5907.0,4.395,1.058,45.060169,14.138
1476,10464050,CONFIRMED,1.0,4.469754641,131.84402,0.494,1.813,553.9,2.26,1103.0,350.69,37.1,5988.0,4.507,0.934,47.650101,14.769
1477,9763348,CONFIRMED,1.0,15.77382794,137.53051,0.035,4.957,313.6,2.72,955.0,196.14,30.4,6283.0,4.129,1.531,46.590431,13.205
1478,9101496,CONFIRMED,1.0,6.56226483,132.61123,0.643,4.0144,260.8,3.07,1290.0,654.67,41.2,5878.0,4.005,1.812,45.428619,13.996
1479,6037581,CONFIRMED,1.0,20.67876365,151.69245,0.665,4.6395,323.9,2.42,749.0,74.36,42.6,5865.0,4.266,1.272,41.331379,13.598
1480,10723750,CONFIRMED,0.993,50.79034648,135.632759,0.058,10.8474,5671.1,10.6,612.0,33.12,508.8,6163.0,4.185,1.406,48.04023,14.274
1481,6037581,CONFIRMED,1.0,9.59993246,136.58227,0.063,4.3206,271.2,2.08,967.0,206.91,52.0,5865.0,4.266,1.272,41.331379,13.598
1482,6037581,CONFIRMED,0.933,2.0248205,132.35465,0.248,2.55,63.3,1.01,1625.0,1652.5,20.2,5865.0,4.266,1.272,41.331379,13.598
1483,10779233,CONFIRMED,0.861,201.118319,187.56986,0.001,10.328,584.8,2.28,300.0,1.92,34.7,5646.0,4.447,0.954,48.13139,13.328
1484,11614617,CONFIRMED,1.0,24.7577652,142.06826,0.896,6.998,458.7,2.44,644.0,40.74,37.6,6106.0,4.487,0.966,49.683151,14.49
1485,11450414,CONFIRMED,1.0,12.7983174,133.64979,0.738,6.401,336.6,2.88,908.0,160.33,38.2,5592.0,4.115,1.451,49.305721,14.513
1486,4736569,CONFIRMED,1.0,10.13200555,132.91155,0.03,3.1683,911.6,1.67,574.0,25.66,37.6,4777.0,4.689,0.561,39.824009,15.629
1487,10384798,CONFIRMED,1.0,38.505224,158.30491,0.654,5.941,695.2,2.45,532.0,18.98,35.5,5974.0,4.504,0.881,47.568581,14.777
1488,2307415,CONFIRMED,0.983,4.6126736,132.7757,0.755,3.0643,133.2,1.6,1294.0,663.8,34.3,6140.0,4.265,1.277,37.682819,12.992
1489,3128552,CONFIRMED,0.999,8.67890312,133.03651,0.203,3.5317,540.6,2.56,905.0,158.43,37.4,5509.0,4.308,1.116,38.23304,14.523
1490,10134152,CONFIRMED,1.0,39.3135699,154.93767,0.006,5.0137,500.1,2.07,540.0,20.04,33.8,6060.0,4.509,0.925,47.11742,14.476
1491,9573685,CONFIRMED,1.0,5.94565516,133.99359,0.229,2.1604,401.2,1.12,568.0,24.71,28.5,3974.0,4.7,0.564,46.252579,15.026
1492,10329835,CONFIRMED,1.0,1.52373073,131.61813,0.942,1.4796,364.7,1.26,818.0,105.95,34.1,3746.0,4.736,0.51,47.469269,15.313
1493,6849046,CONFIRMED,0.998,4.225384543,137.5606891,0.074,2.82038,7563.0,9.0,1111.0,360.46,1457.8,5574.0,4.403,1.054,42.350151,14.014
1494,8804397,CONFIRMED,0.997,60.0853848,153.25707,0.79,7.007,432.2,2.4,485.0,13.07,51.7,6028.0,4.459,1.047,45.008171,13.43
1495,9662811,CONFIRMED,0.99,43.0343364,137.69007,0.882,6.571,541.6,2.5,484.0,13.01,50.0,5550.0,4.476,0.911,46.394131,13.534
1497,11297236,CONFIRMED,0.862,88.6440015,145.47193,0.724,7.82,625.5,2.51,391.0,5.51,57.6,5661.0,4.471,0.934,49.019119,13.748
1498,10074466,CONFIRMED,0.999,35.01190875,150.37126,0.927,2.868,436.7,2.97,603.0,31.35,34.0,5872.0,4.332,1.153,47.0425,13.624
1499,8218379,CONFIRMED,1.0,16.57099265,133.90704,0.55,2.9052,644.9,2.03,614.0,33.53,40.9,5483.0,4.589,0.779,44.1106,14.64
1500,7755636,CONFIRMED,1.0,16.00496657,135.25305,0.013,6.5047,377.5,3.71,1040.0,276.53,49.8,6384.0,4.029,1.904,43.42691,12.818
1501,9411166,CONFIRMED,1.0,1.954525966,132.29679,0.673,2.0944,392.8,2.38,1540.0,1331.18,43.1,5741.0,4.331,1.136,45.984619,15.356
1503,4989057,CONFIRMED,1.0,7.23400381,137.67742,0.032,2.165,453.3,1.78,831.0,112.48,34.3,5411.0,4.523,0.85,40.13261,14.139
1504,9834040,CONFIRMED,1.0,6.77408984,135.95524,0.026,2.6215,520.3,2.5,1058.0,295.82,33.6,6246.0,4.433,1.092,46.666241,15.368
1505,6152974,CONFIRMED,1.0,20.172024672,141.209182,0.334,3.1488,5368.1,6.24,564.0,24.0,226.8,5064.0,4.474,0.864,41.424831,14.711
1506,8802693,CONFIRMED,1.0,26.41044199,149.39541,0.674,3.0715,991.1,2.45,512.0,16.27,31.2,5448.0,4.613,0.734,45.0741,15.593
1507,6061773,CONFIRMED,1.0,8.27745764,138.25667,0.261,2.713,197.2,2.46,1088.0,331.35,17.3,5129.0,3.884,1.781,41.377171,13.115
1508,10024701,CONFIRMED,1.0,14.37504582,139.05924,0.927,3.208,251.1,2.05,786.0,90.16,15.7,5931.0,4.403,1.053,46.998291,13.286
1510,3239671,CONFIRMED,0.997,147.97391,263.08561,0.034,6.854,1267.1,3.33,329.0,2.78,26.4,5578.0,4.44,0.95,38.399658,14.904
1511,9304101,CONFIRMED,0.975,13.24503482,142.00573,0.498,4.4078,156.1,1.77,887.0,146.31,35.7,5636.0,4.147,1.39,45.769749,12.584
1512,11360571,CONFIRMED,0.937,77.2550726,159.32399,0.837,10.214,589.5,3.7,548.0,21.37,44.0,6564.0,4.255,1.356,49.182907,13.754
1513,6035124,CONFIRMED,0.9,3.85690686,134.47405,0.466,2.0808,127.8,0.93,972.0,210.44,24.3,5272.0,4.574,0.813,41.31776,13.746
1514,8160953,CONFIRMED,1.0,116.3311739,173.68887,0.032,7.025,1586.3,3.26,323.0,2.59,31.5,5354.0,4.533,0.835,44.04995,14.767
1516,4157325,CONFIRMED,1.0,6.31943553,132.22892,0.775,3.3422,581.1,2.71,986.0,223.15,61.0,5670.0,4.397,1.022,39.227291,14.028
1517,4157325,CONFIRMED,1.0,12.20951755,360.3204,0.779,4.1808,538.1,2.61,791.0,92.68,45.5,5670.0,4.397,1.022,39.227291,14.028
1518,4157325,CONFIRMED,1.0,3.07644709,353.7643,0.708,2.6326,216.7,1.61,1253.0,583.25,29.3,5670.0,4.397,1.022,39.227291,14.028
1519,5108214,FALSE POSITIVE,0.999,2.11913005,132.59,0.67,4.141,28.7,1.35,2090.0,4512.1,21.5,5799.0,3.813,2.377,40.21381,7.837
1520,9955598,CONFIRMED,0.999,68.958447,179.08158,0.821,3.128,123.3,1.11,402.0,6.17,30.0,5455.0,4.497,0.888,46.85276,9.439
1521,10723750,CONFIRMED,1.0,18.79591276,145.821854,0.695,7.5235,2431.4,7.39,852.0,124.64,282.3,6163.0,4.185,1.406,48.04023,14.274
1522,7219761,FALSE POSITIVE,,47.76397728,165.041066,,4.08,,,,,,,,,42.72998,9.668
1523,5770074,CONFIRMED,0.986,63.0380366,169.12161,0.021,7.3702,658.7,2.59,465.0,11.1,53.1,5798.0,4.411,1.019,41.041241,13.605
1524,10136549,CONFIRMED,1.0,9.69315023,132.81362,0.734,5.6725,141.8,1.89,1017.0,253.08,45.1,5683.0,4.108,1.472,47.16396,12.727
1525,9851271,FALSE POSITIVE,0.0,8.48031229,135.85319,0.951,7.105,351.1,2.58,952.0,193.86,37.3,5910.0,4.364,1.078,46.65453,14.613
1526,12154526,CONFIRMED,0.999,56.1886436,146.37945,0.873,6.5272,346.2,2.56,503.0,15.13,35.6,5700.0,4.327,1.176,50.788979,13.351
1527,6665512,CONFIRMED,1.0,6.92101452,135.64343,0.771,4.3591,529.7,1.48,619.0,34.85,39.9,4461.0,4.661,0.585,42.165791,14.832
1528,10525027,CONFIRMED,1.0,3.27344784,134.45023,0.44,1.7292,262.5,0.81,625.0,36.05,34.0,3758.0,4.769,0.496,47.772961,14.22
1529,11069176,CONFIRMED,0.999,15.3789014,143.40629,0.359,4.662,185.1,2.94,1039.0,275.53,17.6,5817.0,3.877,2.153,48.626389,13.127
1530,10005758,CONFIRMED,0.999,134.4785189,169.28141,0.924,5.9288,4033.5,10.52,412.0,6.81,149.9,5791.0,4.185,1.336,46.988239,13.929
1532,3128793,FALSE POSITIVE,0.0,24.68662378,137.53976,0.643,15.168,8052.3,48.04,1149.0,412.55,210.9,4648.0,2.996,5.132,38.22345,14.633
1533,5864975,CONFIRMED,1.0,98.7179332,131.58694,0.588,6.593,7320.0,6.99,360.0,3.97,124.4,5808.0,4.583,0.786,41.130329,15.7
1534,2975770,CONFIRMED,0.933,71.52543938,191.69147,0.066,5.9189,5904.3,5.76,340.0,3.15,111.3,4855.0,4.542,0.778,38.114559,14.521
1536,7877496,CONFIRMED,1.0,1.72086129,133.0209998,0.725,2.0243,10184.0,13.25,1647.0,1743.61,1654.9,5742.0,4.297,1.215,43.680962,14.309
1537,7286173,CONFIRMED,0.359,56.4349933,151.41082,0.019,4.7381,580.0,2.37,465.0,11.04,47.7,5534.0,4.381,1.001,42.896431,13.668
1538,11126381,CONFIRMED,1.0,33.7888028,153.65384,0.078,5.496,649.2,2.71,611.0,33.01,36.0,6202.0,4.436,1.062,48.719559,13.631
1539,4149450,CONFIRMED,1.0,3.215109385,133.77747,0.954,4.365,158.0,1.54,1155.0,421.21,53.3,5541.0,4.472,0.934,39.270359,13.405
1540,10136549,CONFIRMED,0.998,3.29276797,133.00741,0.663,4.8069,80.7,1.39,1458.0,1068.95,40.8,5683.0,4.108,1.472,47.16396,12.727
1541,5511081,CONFIRMED,0.999,13.72710334,138.74473,0.025,7.3419,199.2,2.38,1005.0,241.58,62.5,5951.0,4.017,1.693,40.784351,12.119
1542,5511081,CONFIRMED,0.998,24.3110031,137.0394,0.146,8.7682,184.4,2.3,831.0,112.64,48.9,5951.0,4.017,1.693,40.784351,12.119
1543,5511081,CONFIRMED,0.896,44.4304059,143.5462,0.025,10.306,238.5,2.61,680.0,50.42,50.5,5951.0,4.017,1.693,40.784351,12.119
1544,5511081,CONFIRMED,0.996,9.34145925,132.38581,0.455,6.18,81.7,1.56,1143.0,403.44,29.4,5951.0,4.017,1.693,40.784351,12.119
1545,10978763,CONFIRMED,1.0,4.97760447,134.67304,0.474,2.5719,287.3,1.75,1023.0,258.91,27.5,5353.0,4.358,1.023,48.444641,14.531
1546,11069176,CONFIRMED,0.974,21.1285655,149.27632,0.36,3.852,176.7,2.88,935.0,180.55,12.5,5817.0,3.877,2.153,48.626389,13.127
1547,8098728,FALSE POSITIVE,0.0,24.4851178,137.6248,0.987,4.642,263.8,7.14,1179.0,456.64,10.9,6655.0,3.638,2.995,43.995312,10.8
1548,6152974,CONFIRMED,0.992,7.51854537,132.53078,0.13,2.845,286.7,1.42,784.0,89.41,19.4,5064.0,4.474,0.864,41.424831,14.711
1550,5631630,CONFIRMED,0.879,25.96190067,138.96908,0.02,6.2732,350.3,3.25,850.0,123.11,37.5,6369.0,4.088,1.729,40.898849,13.2
1551,6504954,CONFIRMED,0.999,130.3543929,144.06022,0.675,6.474,5128.7,7.7,369.0,4.36,103.7,5970.0,4.463,1.015,41.993912,15.254
1552,9410930,CONFIRMED,1.0,1.855557556,137.181028,0.554,2.35672,10570.0,10.05,1436.0,1004.89,1853.8,5657.0,4.441,0.947,45.98164,14.465
1554,6153672,FALSE POSITIVE,0.003,3.364425589,131.66843,1.597,1.3261,4843.0,56.83,1106.0,352.97,32.0,5813.0,4.589,0.775,41.414291,15.337
1555,10676014,CONFIRMED,1.0,16.78175788,139.79356,0.502,3.7386,908.0,2.25,545.0,20.82,118.8,4925.0,4.588,0.742,47.93951,12.971
1556,9520838,CONFIRMED,1.0,105.3035093,207.17015,0.027,6.214,1362.2,3.18,351.0,3.58,40.6,5534.0,4.515,0.875,46.130852,14.986
1557,8167996,CONFIRMED,1.0,2.549562652,132.60803,0.047,1.6999,495.1,1.11,682.0,50.9,43.7,3716.0,4.74,0.506,44.087669,15.018
1558,8167996,CONFIRMED,1.0,13.96950181,132.17062,0.901,1.5871,1110.0,2.04,387.0,5.29,37.0,3716.0,4.74,0.506,44.087669,15.018
1559,8167996,CONFIRMED,1.0,5.21230171,132.71052,0.187,2.098,430.0,1.04,537.0,19.7,29.3,3716.0,4.74,0.506,44.087669,15.018
1560,6773862,CONFIRMED,1.0,17.76076524,137.50778,0.627,1.6679,1287.2,1.93,368.0,4.34,42.6,3826.0,4.744,0.516,42.237251,15.22
1561,10978763,CONFIRMED,0.982,10.55840479,136.34449,0.31,3.366,194.2,1.41,796.0,94.94,14.6,5353.0,4.358,1.023,48.444641,14.531
1563,10978763,CONFIRMED,0.967,6.98800953,132.56964,0.024,3.103,193.2,1.39,914.0,164.86,17.1,5353.0,4.358,1.023,48.444641,14.531
1564,5202905,CONFIRMED,0.944,22.8245144,144.46843,0.279,6.617,322.7,3.36,946.0,189.46,15.9,6642.0,4.057,1.846,40.300571,12.345
1565,9072190,CONFIRMED,0.999,49.1011093,136.47265,0.52,6.341,845.6,3.28,498.0,14.57,39.7,5393.0,4.299,1.11,45.407879,15.041
1566,5384079,CONFIRMED,0.989,7.05675145,132.53512,0.631,2.0261,130.0,1.68,1196.0,483.95,25.2,6388.0,4.244,1.402,40.54837,12.556
1567,9839821,CONFIRMED,0.996,34.8536903,164.04668,0.493,5.333,767.7,2.4,522.0,17.62,27.0,5818.0,4.554,0.848,46.602261,14.876
1568,4056616,CONFIRMED,1.0,2.41434868,132.42878,0.221,1.2701,191.0,0.97,953.0,195.08,30.0,4507.0,4.573,0.724,39.127419,13.156
1569,6707908,FALSE POSITIVE,0.998,2.466070972,132.32097,1.223,1.9559,704.5,24.3,1260.0,595.8,42.6,5708.0,4.529,0.884,42.113239,15.601
1570,8492026,CONFIRMED,1.0,4.30656389,132.44098,0.894,4.1107,257.0,1.95,1177.0,453.2,39.8,6108.0,4.466,1.03,44.556381,14.136
1571,6867766,FALSE POSITIVE,0.0,12.964717746,136.143342,1.282,1.8303,3732.9,39.93,834.0,114.24,183.3,6210.0,4.45,1.033,42.370628,14.384
1572,6058614,FALSE POSITIVE,0.46,1.731079436,134.77977,1.404,1.8419,11974.0,56.05,1541.0,1332.5,36.2,6045.0,4.494,0.955,41.31712,15.505
1573,11017901,CONFIRMED,1.0,7.794302043,137.260385,1.06,1.1081,3387.4,16.51,882.0,142.82,159.2,5494.0,4.405,0.982,48.560009,12.394
1574,5088591,CONFIRMED,1.0,14.5324483,140.72407,0.001,3.13,1355.9,3.11,664.0,46.06,16.5,5345.0,4.473,0.86,40.269791,14.625
1575,11298298,CONFIRMED,1.0,5.248667607,135.516708,0.847,1.917,601.2,2.84,1056.0,293.42,59.5,5807.0,4.437,1.012,49.06171,13.345
1576,10187159,CONFIRMED,1.0,7.96431492,136.81646,0.189,1.5342,746.0,2.44,805.0,99.42,44.3,5185.0,4.44,0.91,47.233631,14.425
1577,9758089,CONFIRMED,0.998,92.7297248,177.43808,0.857,6.83,1257.5,2.81,276.0,1.38,43.3,4580.0,4.641,0.675,46.582191,14.897
1578,10619192,CONFIRMED,1.0,1.485710994,132.7935653,0.105,2.2874,20824.0,14.48,1562.0,1404.81,1176.6,5624.0,4.432,1.018,47.81501,14.141
1580,4939346,CONFIRMED,0.989,71.3116598,132.39239,0.035,8.813,2138.0,4.94,475.0,12.01,43.4,6194.0,4.445,1.069,40.008511,15.674
1582,5396122,FALSE POSITIVE,0.0,15.44428875,138.1678,1.275,2.0791,3596.2,37.58,731.0,67.39,44.9,5895.0,4.489,0.991,40.545681,15.838
1583,10190777,CONFIRMED,0.972,1.411230023,132.641925,0.851,1.4325,388.2,1.71,1164.0,436.04,89.3,4575.0,4.564,0.737,47.204449,13.59
1584,9651234,CONFIRMED,1.0,96.9151707,187.08955,0.541,6.065,862.8,2.37,325.0,2.64,53.4,5162.0,4.559,0.791,46.377419,14.031
1585,7045496,CONFIRMED,1.0,13.47472742,133.48999,0.025,2.5995,729.6,1.96,634.0,38.21,25.3,5395.0,4.615,0.734,42.559681,15.164
1586,8750043,CONFIRMED,1.0,2.29503515,132.69329,0.16,1.654,172.1,1.18,1304.0,681.51,11.6,5637.0,4.482,0.909,44.932621,13.09
1587,9973109,CONFIRMED,1.0,27.495634,133.28538,0.664,4.858,483.3,2.11,590.0,28.66,24.7,5657.0,4.401,0.911,46.899261,14.55
1588,6226290,CONFIRMED,1.0,14.08826442,137.34334,0.133,4.1847,889.4,2.66,724.0,64.97,34.2,5853.0,4.529,0.895,41.558128,15.624
1589,9595827,CONFIRMED,0.999,3.905081685,133.4150433,0.131,2.8213,21340.0,12.78,1046.0,282.59,1315.8,5543.0,4.54,0.887,46.285851,15.127
1590,9349482,CONFIRMED,0.996,110.9643706,187.04621,0.729,12.831,1283.2,2.11,239.0,0.77,42.1,4441.0,4.695,0.546,45.875031,15.498
1592,4644952,CONFIRMED,1.0,6.94135824,137.5437,0.871,1.8899,825.0,2.96,876.0,139.05,43.1,5527.0,4.491,0.88,39.77066,13.828
1593,2987027,CONFIRMED,0.99,17.276296682,133.839172,0.085,3.94738,10458.0,7.31,538.0,19.88,871.4,4941.0,4.599,0.738,38.184349,14.018
1594,4644952,CONFIRMED,1.0,31.7821117,134.8645,0.17,3.856,570.2,2.08,528.0,18.32,21.6,5527.0,4.491,0.88,39.77066,13.828
1595,4644952,CONFIRMED,1.0,4.36273233,135.23342,0.732,2.2375,341.6,1.76,1023.0,258.7,25.6,5527.0,4.491,0.88,39.77066,13.828
1596,8978528,CONFIRMED,1.0,18.6848377,136.14587,0.405,3.7965,1251.5,1.93,402.0,6.16,41.2,4156.0,4.712,0.545,45.227428,15.434
1597,8978528,CONFIRMED,1.0,7.41634701,135.85372,0.476,2.1362,505.5,1.24,547.0,21.1,20.6,4156.0,4.712,0.545,45.227428,15.434
1598,9967771,CONFIRMED,1.0,9.91724268,135.1389,0.786,3.2241,457.9,2.85,903.0,157.41,38.8,5539.0,4.244,1.207,46.881401,14.498
1599,11622600,CONFIRMED,0.854,82.5341188,209.12763,0.033,4.8556,1895.4,2.45,260.0,1.08,40.1,4316.0,4.678,0.58,49.626572,15.187
1600,10454632,CONFIRMED,1.0,20.16037858,144.34281,0.941,4.13,343.6,1.75,510.0,16.03,35.1,4975.0,4.614,0.724,47.641781,13.389
1601,10005788,CONFIRMED,1.0,10.99470891,137.35769,0.265,1.5929,884.7,1.71,512.0,16.24,32.7,4302.0,4.661,0.586,46.973728,15.389
1604,5213902,FALSE POSITIVE,0.0,1.194812329,132.18329,0.404,1.3777,189.5,1.36,1806.0,2521.46,41.2,6198.0,4.475,0.97,40.341019,14.029
1605,2832589,CONFIRMED,1.0,10.84969477,136.74432,0.55,3.474,1122.1,2.67,676.0,49.3,43.5,5251.0,4.592,0.778,38.009541,15.409
1606,2438513,CONFIRMED,1.0,12.18420006,139.05644,0.746,2.5014,499.3,2.59,819.0,106.52,23.3,5771.0,4.374,1.068,37.72311,13.982
1607,6356207,CONFIRMED,1.0,3.76417012,132.35462,0.287,2.0111,558.4,1.7,908.0,160.99,27.2,5063.0,4.617,0.728,41.706478,15.484
1608,8564674,CONFIRMED,1.0,5.92972237,135.49811,0.048,2.518,412.1,1.92,972.0,210.95,8.9,5741.0,4.492,0.956,44.615582,14.746
1609,8564674,CONFIRMED,1.0,12.2476121,138.2196,0.116,3.209,402.7,1.9,763.0,80.29,6.8,5741.0,4.492,0.956,44.615582,14.746
1610,8578780,CONFIRMED,0.999,13.59051547,133.07217,0.232,3.784,621.9,2.4,724.0,64.8,27.7,5442.0,4.409,0.974,44.66748,15.15
